review,rating,date,bank,source
amazing app,5,2025-09-03,Commercial Bank of Ethiopia (CBE),Google Play
perfect and easy,5,2025-09-03,Commercial Bank of Ethiopia (CBE),Google Play
fastest,5,2025-09-03,Commercial Bank of Ethiopia (CBE),Google Play
My account is not working,4,2025-09-03,Commercial Bank of Ethiopia (CBE),Google Play
The recent update is not optimized fir latest version of android,2,2025-09-02,Commercial Bank of Ethiopia (CBE),Google Play
topp,5,2025-09-02,Commercial Bank of Ethiopia (CBE),Google Play
I appreciate it,5,2025-09-01,Commercial Bank of Ethiopia (CBE),Google Play
v.good app,5,2025-09-01,Commercial Bank of Ethiopia (CBE),Google Play
sahib amin jamal,1,2025-08-31,Commercial Bank of Ethiopia (CBE),Google Play
installi,5,2025-08-31,Commercial Bank of Ethiopia (CBE),Google Play
very good apps,5,2025-08-30,Commercial Bank of Ethiopia (CBE),Google Play
👍👍👍👍,1,2025-08-30,Commercial Bank of Ethiopia (CBE),Google Play
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,Commercial Bank of Ethiopia (CBE),Google Play
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,Commercial Bank of Ethiopia (CBE),Google Play
tinishu titiba,5,2025-08-29,Commercial Bank of Ethiopia (CBE),Google Play
"essy to use ,has great interface and user-friendly g",5,2025-08-29,Commercial Bank of Ethiopia (CBE),Google Play
Yuuuuu,5,2025-08-29,Commercial Bank of Ethiopia (CBE),Google Play
I found it very much friendly,5,2025-08-29,Commercial Bank of Ethiopia (CBE),Google Play
"Very useful app, while we use CBE.",5,2025-08-28,Commercial Bank of Ethiopia (CBE),Google Play
woooow,5,2025-08-28,Commercial Bank of Ethiopia (CBE),Google Play
Redmi,1,2025-08-28,Commercial Bank of Ethiopia (CBE),Google Play
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,Commercial Bank of Ethiopia (CBE),Google Play
kamil aweil,5,2025-08-28,Commercial Bank of Ethiopia (CBE),Google Play
In your next update can you come with night mode future,5,2025-08-27,Commercial Bank of Ethiopia (CBE),Google Play
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,Commercial Bank of Ethiopia (CBE),Google Play
mayreba app you its better if you use other banks,1,2025-08-27,Commercial Bank of Ethiopia (CBE),Google Play
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,Commercial Bank of Ethiopia (CBE),Google Play
let us know before you shut down the app,4,2025-08-27,Commercial Bank of Ethiopia (CBE),Google Play
excited,5,2025-08-27,Commercial Bank of Ethiopia (CBE),Google Play
amizing,5,2025-08-26,Commercial Bank of Ethiopia (CBE),Google Play
love it,5,2025-08-26,Commercial Bank of Ethiopia (CBE),Google Play
yes it is v good,5,2025-08-26,Commercial Bank of Ethiopia (CBE),Google Play
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,Commercial Bank of Ethiopia (CBE),Google Play
this app is smart.,5,2025-08-26,Commercial Bank of Ethiopia (CBE),Google Play
I am happy,5,2025-08-26,Commercial Bank of Ethiopia (CBE),Google Play
Still I have not face critical problems sometimes delay to open,4,2025-08-26,Commercial Bank of Ethiopia (CBE),Google Play
ጤና ከድረ,5,2025-08-25,Commercial Bank of Ethiopia (CBE),Google Play
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,Commercial Bank of Ethiopia (CBE),Google Play
I have forgotten mobail banking password,5,2025-08-25,Commercial Bank of Ethiopia (CBE),Google Play
Thank you,5,2025-08-25,Commercial Bank of Ethiopia (CBE),Google Play
muktaar Abraahim,5,2025-08-25,Commercial Bank of Ethiopia (CBE),Google Play
🤞Good One,5,2025-08-24,Commercial Bank of Ethiopia (CBE),Google Play
why does it say change pin to 6 digits is that right?,4,2025-08-24,Commercial Bank of Ethiopia (CBE),Google Play
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,Commercial Bank of Ethiopia (CBE),Google Play
i like it and aprshat.,4,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play
best app and easy to use,5,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play
List of transactions can't load over months and years..,1,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play
transferring money to telebirr is not working,1,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play
I don't Like this app and there service fee is highl,5,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play
this application do not show over all transaction history,3,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play
best and secured application,5,2025-08-23,Commercial Bank of Ethiopia (CBE),Google Play
This application is excellent .,5,2025-08-22,Commercial Bank of Ethiopia (CBE),Google Play
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,Commercial Bank of Ethiopia (CBE),Google Play
Thise App is Great,5,2025-08-22,Commercial Bank of Ethiopia (CBE),Google Play
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,Commercial Bank of Ethiopia (CBE),Google Play
"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,Commercial Bank of Ethiopia (CBE),Google Play
it is good app,5,2025-08-22,Commercial Bank of Ethiopia (CBE),Google Play
good and always try to make new updats 🙏👍,5,2025-08-22,Commercial Bank of Ethiopia (CBE),Google Play
"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22,Commercial Bank of Ethiopia (CBE),Google Play
i don' want,5,2025-08-22,Commercial Bank of Ethiopia (CBE),Google Play
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,Commercial Bank of Ethiopia (CBE),Google Play
one of the best,5,2025-08-22,Commercial Bank of Ethiopia (CBE),Google Play
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,Commercial Bank of Ethiopia (CBE),Google Play
You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,Commercial Bank of Ethiopia (CBE),Google Play
not bad apk,1,2025-08-21,Commercial Bank of Ethiopia (CBE),Google Play
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,Commercial Bank of Ethiopia (CBE),Google Play
best mobile banking App that have seen .,5,2025-08-21,Commercial Bank of Ethiopia (CBE),Google Play
It's very helpful apps,5,2025-08-21,Commercial Bank of Ethiopia (CBE),Google Play
Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21,Commercial Bank of Ethiopia (CBE),Google Play
"Unable to connect, pls. Improve the system",5,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
well app,5,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
"Smart service But, your service charge is too high",5,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
perfect 👌 keep,5,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
excellent plus,5,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
so disappointing :((,1,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
what nice app i never usedyet,4,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
Excellent,5,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
Send money for some account but don't reserved Ball,5,2025-08-20,Commercial Bank of Ethiopia (CBE),Google Play
very good🙏🙏,5,2025-08-19,Commercial Bank of Ethiopia (CBE),Google Play
I recognized thank you,5,2025-08-19,Commercial Bank of Ethiopia (CBE),Google Play
Best feature!!,5,2025-08-19,Commercial Bank of Ethiopia (CBE),Google Play
the saved account totally removed ..why????????,1,2025-08-19,Commercial Bank of Ethiopia (CBE),Google Play
good bank Ethiopian very nic,5,2025-08-18,Commercial Bank of Ethiopia (CBE),Google Play
this good app but screenshot must enable,4,2025-08-18,Commercial Bank of Ethiopia (CBE),Google Play
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,Commercial Bank of Ethiopia (CBE),Google Play
change mobile banking CBE,5,2025-08-18,Commercial Bank of Ethiopia (CBE),Google Play
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,Commercial Bank of Ethiopia (CBE),Google Play
